["Mono", "LMPP", "LSC-SU070", "LMPP", "Blast-SU353", "LMPP", "LMPP", "Blast-SU353", "Mono", "LMPP", "LSC-SU353", "LSC-SU070", "Mono", "Mono", "Mono", "LSC-SU070", "Blast-SU353", "LMPP", "Blast-SU353", "LSC-SU353"]
time(s),iter,infeas,ot_objective,primal,dual,solver
4.662830e+00,4001,1.17528489443306e-07,1.75143667689711e-01,1.75143785218201e-01,1.75113377346801e-01,3.04078713994349e-05,lamp_kernel
4.949965e+00,4251,1.09693126472682e-07,1.75143359530733e-01,1.75143469223859e-01,1.75115862762540e-01,2.76064613192462e-05,lamp_kernel
5.237214e+00,4501,1.02621867175952e-07,1.75143103081682e-01,1.75143205703549e-01,1.75118039124547e-01,2.51665790018396e-05,lamp_kernel
5.524512e+00,4751,9.71335424908312e-08,1.75142888202285e-01,1.75142985335828e-01,1.75119934342170e-01,2.30509936576251e-05,lamp_kernel
5.812086e+00,5001,9.20045656056231e-08,1.75142707034749e-01,1.75142799039315e-01,1.75121605256943e-01,2.11937823723085e-05,lamp_kernel
6.099987e+00,5251,8.59674260941019e-08,1.75142553396690e-01,1.75142639364116e-01,1.75123080022665e-01,1.95593414514805e-05,lamp_kernel
6.388120e+00,5501,7.86720858959254e-08,1.75142422278118e-01,1.75142500950204e-01,1.75124347116570e-01,1.81538336342657e-05,lamp_kernel
6.675964e+00,5751,6.88199150918620e-08,1.75142309504505e-01,1.75142378324420e-01,1.75124832461198e-01,1.75458632216963e-05,lamp_kernel
6.963925e+00,6001,5.77906886337007e-08,1.75142211561233e-01,1.75142269351922e-01,1.75124305121959e-01,1.79642299625027e-05,lamp_kernel
7.251978e+00,6251,4.69344746949878e-08,1.75142125522052e-01,1.75142172456527e-01,1.75124021104811e-01,1.81513517159559e-05,lamp_kernel
7.540162e+00,6501,3.76320637472391e-08,1.75142049011210e-01,1.75142086643274e-01,1.75123969987480e-01,1.81166557940426e-05,lamp_kernel
7.835152e+00,6751,2.99482225627510e-08,1.75141980153118e-01,1.75142010101341e-01,1.75124116376013e-01,1.78937253275391e-05,lamp_kernel
8.129749e+00,7001,2.50817086504189e-08,1.75141917499972e-01,1.75141942581681e-01,1.75124376839775e-01,1.75657419059505e-05,lamp_kernel
8.422203e+00,7251,2.19130138620833e-08,1.75141859950543e-01,1.75141881863557e-01,1.75124747813871e-01,1.71340496856465e-05,lamp_kernel
8.711127e+00,7501,2.01410925842355e-08,1.75141806675148e-01,1.75141826816241e-01,1.75125194874020e-01,1.66319422212069e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
9.934200e-05,1,1.69504950495049e+00,3.61164352841006e-01,2.05621385779150e+00,0.00000000000000e+00,2.05621385779150e+00,lamp_kernel
2.809641e-01,251,1.37822472970458e-04,1.84375103359244e-01,1.84512925832215e-01,1.82240657714004e-01,2.27226811821063e-03,lamp_kernel
5.617114e-01,501,9.04208927830831e-06,1.83976885206723e-01,1.83985927296001e-01,1.83371118175394e-01,6.14809120607795e-04,lamp_kernel
8.425938e-01,751,1.97756017281931e-06,1.83895956936746e-01,1.83897934496918e-01,1.83481300935760e-01,4.16633561158591e-04,lamp_kernel
1.128017e+00,1001,1.45908326148406e-06,1.83869270288597e-01,1.83870729371858e-01,1.83590200387542e-01,2.80528984316464e-04,lamp_kernel
1.416138e+00,1251,1.75889179591461e-06,1.83856543783603e-01,1.83858302675398e-01,1.83676098212538e-01,1.82204462860242e-04,lamp_kernel
1.712004e+00,1501,1.97871909616051e-06,1.83849214782769e-01,1.83851193501865e-01,1.83726094470320e-01,1.25099031545145e-04,lamp_kernel
1.997965e+00,1751,2.67356504898152e-06,1.83844804972650e-01,1.83847478537699e-01,1.83756194786865e-01,9.12837508340314e-05,lamp_kernel
2.284356e+00,2001,4.37010476726945e-06,1.83842244607577e-01,1.83846614712345e-01,1.83678543168024e-01,1.68071544320830e-04,lamp_kernel
2.570882e+00,2251,1.54780760190403e-06,1.83840887964991e-01,1.83842435772593e-01,1.83608687346810e-01,2.33748425783081e-04,lamp_kernel
2.864822e+00,2501,2.22495871485283e-06,1.83839892718727e-01,1.83842117677442e-01,1.83670711018295e-01,1.71406659147749e-04,lamp_kernel
3.158623e+00,2751,1.44688150520324e-06,1.83839042925994e-01,1.83840489807499e-01,1.83730354187081e-01,1.10135620417395e-04,lamp_kernel
3.450262e+00,3001,5.17910369928239e-07,1.83838314485388e-01,1.83838832395757e-01,1.83768147534942e-01,7.06848608155175e-05,lamp_kernel
3.737960e+00,3251,3.55336084507910e-07,1.83837754521650e-01,1.83838109857734e-01,1.83792804842632e-01,4.53050151018874e-05,lamp_kernel
4.137489e+00,3501,1.92076333804740e-07,1.83837337592799e-01,1.83837529669133e-01,1.83807175796850e-01,3.03538722824515e-05,lamp_kernel
4.424332e+00,3751,2.89098454106482e-07,1.83837005872284e-01,1.83837294970738e-01,1.83810306890139e-01,2.69880805986722e-05,lamp_kernel
4.711065e+00,4001,4.53270813225873e-07,1.83836742100315e-01,1.83837195371128e-01,1.83811717237361e-01,2.54781337677701e-05,lamp_kernel
4.998383e+00,4251,3.16673437200273e-07,1.83836524294285e-01,1.83836840967723e-01,1.83813818998218e-01,2.30219695044886e-05,lamp_kernel
5.291930e+00,4501,1.72859395348202e-07,1.83836337790938e-01,1.83836510650334e-01,1.83815415751530e-01,2.10948988039195e-05,lamp_kernel
5.586550e+00,4751,3.42672574511251e-07,1.83836171797605e-01,1.83836514470180e-01,1.83815748246762e-01,2.07662234174288e-05,lamp_kernel
5.876052e+00,5001,6.31527997310005e-08,1.83836015494664e-01,1.83836078647464e-01,1.83813738286331e-01,2.23403611329664e-05,lamp_kernel
6.163803e+00,5251,2.95208490842097e-07,1.83835872630266e-01,1.83836167838757e-01,1.83819125379553e-01,1.70424592033924e-05,lamp_kernel
6.451406e+00,5501,1.65103838665242e-07,1.83835751018391e-01,1.83835916122230e-01,1.83820786900391e-01,1.51292218390775e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.000870e-04,1,1.46930693069307e+00,3.72119494939594e-01,1.84142642563266e+00,0.00000000000000e+00,1.84142642563266e+00,lamp_kernel
2.806894e-01,251,2.29567760898959e-04,1.85197419864091e-01,1.85426987624990e-01,1.82782397464561e-01,2.64459016042881e-03,lamp_kernel
5.617596e-01,501,3.96537138186407e-05,1.84448761251751e-01,1.84488414965570e-01,1.83634009111676e-01,8.54405853893764e-04,lamp_kernel
8.482527e-01,751,1.81536805529670e-05,1.84300537390974e-01,1.84318691071527e-01,1.83947172100216e-01,3.71518971311185e-04,lamp_kernel
1.134610e+00,1001,5.46816417543566e-06,1.84249086153431e-01,1.84254554317607e-01,1.84028886907661e-01,2.25667409945840e-04,lamp_kernel
1.423939e+00,1251,3.50948816722109e-06,1.84225515529981e-01,1.84229025018148e-01,1.84058133038951e-01,1.70891979197285e-04,lamp_kernel
1.709988e+00,1501,2.50131722215081e-06,1.84212952801922e-01,1.84215454119144e-01,1.84092637472909e-01,1.22816646234286e-04,lamp_kernel
1.996414e+00,1751,6.92526227129356e-07,1.84205815467904e-01,1.84206507994131e-01,1.84110562202670e-01,9.59457914611883e-05,lamp_kernel
2.283709e+00,2001,8.23255669737547e-07,1.84201171769633e-01,1.84201995025303e-01,1.84122592496469e-01,7.94025288334277e-05,lamp_kernel
2.573022e+00,2251,3.16793108784732e-07,1.84197847782147e-01,1.84198164575256e-01,1.84132930545597e-01,6.52340296582454e-05,lamp_kernel
2.866555e+00,2501,3.67888978738868e-07,1.84195435225365e-01,1.84195803114343e-01,1.84142605341759e-01,5.31977725846677e-05,lamp_kernel
3.162217e+00,2751,2.75512725898276e-07,1.84193635338477e-01,1.84193910851203e-01,1.84150064624054e-01,4.38462271488693e-05,lamp_kernel
3.450432e+00,3001,2.12440033870426e-07,1.84192245335585e-01,1.84192457775619e-01,1.84155110341855e-01,3.73474337633239e-05,lamp_kernel
3.737831e+00,3251,1.92899073216459e-07,1.84191152883541e-01,1.84191345782614e-01,1.84158747930224e-01,3.25978523894876e-05,lamp_kernel
4.025079e+00,3501,1.46731705477665e-07,1.84190274617859e-01,1.84190421349565e-01,1.84161237987748e-01,2.91833618168424e-05,lamp_kernel
4.312506e+00,3751,1.22509780097297e-07,1.84189547872482e-01,1.84189670382262e-01,1.84163333869150e-01,2.63365131115134e-05,lamp_kernel
4.600202e+00,4001,9.94146011270949e-08,1.84188934643381e-01,1.84189034057983e-01,1.84164739018735e-01,2.42950392475849e-05,lamp_kernel
4.888787e+00,4251,7.97229073916990e-08,1.84188410908147e-01,1.84188490631054e-01,1.84165980273237e-01,2.25103578168628e-05,lamp_kernel
5.183073e+00,4501,6.34261262834759e-08,1.84187958766048e-01,1.84188022192174e-01,1.84167165459802e-01,2.08567323723707e-05,lamp_kernel
5.478235e+00,4751,5.29718184740507e-08,1.84187565306379e-01,1.84187618278198e-01,1.84168252320517e-01,1.93659576808447e-05,lamp_kernel
5.767601e+00,5001,4.72801106540708e-08,1.84187221267412e-01,1.84187268547523e-01,1.84169275496271e-01,1.79930512516913e-05,lamp_kernel
6.056211e+00,5251,4.32159072099329e-08,1.84186919291201e-01,1.84186962507108e-01,1.84170006470543e-01,1.69560365647081e-05,lamp_kernel
6.344795e+00,5501,4.05357214510596e-08,1.84186653310907e-01,1.84186693846628e-01,1.84170706873387e-01,1.59869732413442e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.896900e-05,1,1.69504950495049e+00,3.72119494939594e-01,2.06716899989009e+00,0.00000000000000e+00,2.06716899989009e+00,lamp_kernel
2.807639e-01,251,1.44076207967364e-04,1.55783423279769e-01,1.55927499487736e-01,1.53921571399414e-01,2.00592808832220e-03,lamp_kernel
5.619619e-01,501,8.74592371069644e-05,1.55213435381039e-01,1.55300894618146e-01,1.54676982537563e-01,6.23912080582129e-04,lamp_kernel
8.497617e-01,751,1.13236109889067e-05,1.55116529442763e-01,1.55127853053752e-01,1.54791293612480e-01,3.36559441272005e-04,lamp_kernel
1.137102e+00,1001,2.50134548087914e-05,1.55083751123787e-01,1.55108764578596e-01,1.54866579620890e-01,2.42184957705477e-04,lamp_kernel
1.424021e+00,1251,1.56506332659342e-05,1.55067112180769e-01,1.55082762814035e-01,1.54921040441594e-01,1.61722372440887e-04,lamp_kernel
1.708898e+00,1501,8.84428146043526e-07,1.55058780557189e-01,1.55059664985336e-01,1.54943910474503e-01,1.15754510832206e-04,lamp_kernel
1.995132e+00,1751,5.33933788571308e-06,1.55053267700595e-01,1.55058607038481e-01,1.54962436227926e-01,9.61708105547410e-05,lamp_kernel
2.284113e+00,2001,2.53130287111838e-06,1.55049003110943e-01,1.55051534413814e-01,1.54973205763161e-01,7.83286506523539e-05,lamp_kernel
2.577264e+00,2251,6.26673612655470e-07,1.55046008932502e-01,1.55046635606115e-01,1.54987244440396e-01,5.93911657194579e-05,lamp_kernel
2.873458e+00,2501,1.12653343831743e-06,1.55043648694531e-01,1.55044775227969e-01,1.54995631175088e-01,4.91440528810061e-05,lamp_kernel
3.161907e+00,2751,4.40723325661221e-07,1.55041645274712e-01,1.55042085998037e-01,1.54998802132187e-01,4.32838658504242e-05,lamp_kernel
3.449090e+00,3001,2.60883118090821e-07,1.55040011435208e-01,1.55040272318326e-01,1.55003228409358e-01,3.70439089681096e-05,lamp_kernel
3.736339e+00,3251,3.10427373418939e-07,1.55038630307340e-01,1.55038940734713e-01,1.55005845316299e-01,3.30954184134813e-05,lamp_kernel
4.023711e+00,3501,1.82565385862505e-07,1.55037430785693e-01,1.55037613351078e-01,1.55008058315069e-01,2.95550360091545e-05,lamp_kernel
4.311093e+00,3751,1.90577482245232e-07,1.55036404613499e-01,1.55036595190981e-01,1.55009989647093e-01,2.66055438875590e-05,lamp_kernel
4.600307e+00,4001,1.83216460834820e-07,1.55035520739775e-01,1.55035703956236e-01,1.55011622567349e-01,2.40813888866542e-05,lamp_kernel
4.894538e+00,4251,1.55033022478529e-07,1.55034752361388e-01,1.55034907394410e-01,1.55013079744564e-01,2.18276498463177e-05,lamp_kernel
5.191137e+00,4501,1.53812138199873e-07,1.55034086609279e-01,1.55034240421417e-01,1.55014129699665e-01,2.01107217516483e-05,lamp_kernel
5.480972e+00,4751,1.40161907752361e-07,1.55033508745515e-01,1.55033648907423e-01,1.55014646608868e-01,1.90022985543381e-05,lamp_kernel
5.769281e+00,5001,1.33978084793692e-07,1.55033005863092e-01,1.55033139841177e-01,1.55015196316142e-01,1.79435250347582e-05,lamp_kernel
6.057362e+00,5251,1.30851524734742e-07,1.55032569366732e-01,1.55032700218257e-01,1.55015731984414e-01,1.69682338425625e-05,lamp_kernel
6.351009e+00,5501,1.28377309692270e-07,1.55032191620963e-01,1.55032319998273e-01,1.55015868590913e-01,1.64514073598132e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.503010e-04,1,1.92079207920792e+00,3.72119494939594e-01,2.29291157414751e+00,0.00000000000000e+00,2.29291157414751e+00,lamp_kernel
5.123863e-01,251,1.02702262397485e-05,1.89265835262601e-01,1.89276105488841e-01,1.88328166602306e-01,9.47938886534910e-04,lamp_kernel
7.943949e-01,501,2.66065416907849e-06,1.88920582784825e-01,1.88923243438994e-01,1.88655854322040e-01,2.67389116954037e-04,lamp_kernel
1.075596e+00,751,1.86834781620055e-06,1.88855194798731e-01,1.88857063146547e-01,1.88707586692466e-01,1.49476454081199e-04,lamp_kernel
1.356700e+00,1001,1.57868030489021e-06,1.88829742249152e-01,1.88831320929456e-01,1.88736032796053e-01,9.52881334032318e-05,lamp_kernel
1.644536e+00,1251,7.71062651238017e-07,1.88816742973305e-01,1.88817514035957e-01,1.88744968836033e-01,7.25451999235294e-05,lamp_kernel
1.934963e+00,1501,3.35778909406601e-07,1.88808925207969e-01,1.88809260986879e-01,1.88750604599138e-01,5.86563877409685e-05,lamp_kernel
2.227321e+00,1751,3.19678469463872e-07,1.88803677820514e-01,1.88803997498984e-01,1.88756819786942e-01,4.71777120415739e-05,lamp_kernel
2.514018e+00,2001,4.34676644477190e-07,1.88799983554496e-01,1.88800418231141e-01,1.88760706631361e-01,3.97115997792519e-05,lamp_kernel
2.800671e+00,2251,5.59012946006166e-07,1.88797372600006e-01,1.88797931612952e-01,1.88762340628695e-01,3.55909842564839e-05,lamp_kernel
3.087482e+00,2501,5.58186008275887e-07,1.88795567842444e-01,1.88796126028452e-01,1.88763537416225e-01,3.25886122270469e-05,lamp_kernel
3.374589e+00,2751,4.04173546353772e-07,1.88794352657517e-01,1.88794756831063e-01,1.88765865455072e-01,2.88913759913800e-05,lamp_kernel
3.665347e+00,3001,2.16041785007426e-07,1.88793533975475e-01,1.88793750017260e-01,1.88767496862956e-01,2.62531543045175e-05,lamp_kernel
3.958531e+00,3251,1.17164322033896e-07,1.88792959781822e-01,1.88793076946144e-01,1.88767805069998e-01,2.52718761461490e-05,lamp_kernel
4.253465e+00,3501,9.74658176232683e-08,1.88792531807790e-01,1.88792629273607e-01,1.88768875891852e-01,2.37533817556146e-05,lamp_kernel
4.541690e+00,3751,9.07859319528925e-08,1.88792194318381e-01,1.88792285104313e-01,1.88770236601511e-01,2.20485028014639e-05,lamp_kernel
4.830098e+00,4001,8.71542295190581e-08,1.88791917115460e-01,1.88792004269690e-01,1.88771925476574e-01,2.00787931156909e-05,lamp_kernel
5.118401e+00,4251,8.11118144031528e-08,1.88791683415254e-01,1.88791764527069e-01,1.88773386690510e-01,1.83778365586973e-05,lamp_kernel
5.413460e+00,4501,7.34927950821127e-08,1.88791483118560e-01,1.88791556611355e-01,1.88774617983257e-01,1.69386280978734e-05,lamp_kernel
5.708236e+00,4751,6.50147853650915e-08,1.88791309492068e-01,1.88791374506853e-01,1.88775609147267e-01,1.57653595863338e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.193220e-04,1,1.46930693069307e+00,3.52763412453415e-01,1.82207034314648e+00,0.00000000000000e+00,1.82207034314648e+00,lamp_kernel
2.846904e-01,251,3.94776210626378e-05,1.38012454732428e-01,1.38051932353491e-01,1.36450678758501e-01,1.60125359498961e-03,lamp_kernel
5.658126e-01,501,6.07914890934045e-06,1.37353233080227e-01,1.37359312229136e-01,1.36800680616021e-01,5.58631613115090e-04,lamp_kernel
8.470575e-01,751,2.04016877239238e-06,1.37216114914173e-01,1.37218155082945e-01,1.36896759943199e-01,3.21395139746661e-04,lamp_kernel
1.128370e+00,1001,1.27706746765156e-06,1.37164546529988e-01,1.37165823597456e-01,1.36952251455036e-01,2.13572142420126e-04,lamp_kernel
1.410655e+00,1251,9.05558047832119e-07,1.37138727776386e-01,1.37139633334434e-01,1.36985949037178e-01,1.53684297255846e-04,lamp_kernel
1.696446e+00,1501,6.26749100125060e-07,1.37123748396319e-01,1.37124375145419e-01,1.37004573789631e-01,1.19801355788401e-04,lamp_kernel
1.982744e+00,1751,4.94367941712701e-07,1.37114242566480e-01,1.37114736934422e-01,1.37016338617082e-01,9.83983173400982e-05,lamp_kernel
2.269448e+00,2001,4.23284764876285e-07,1.37107803207477e-01,1.37108226492242e-01,1.37026753694618e-01,8.14727976244656e-05,lamp_kernel
2.555959e+00,2251,3.47082518977218e-07,1.37103216601365e-01,1.37103563683884e-01,1.37034942070836e-01,6.86216130480755e-05,lamp_kernel
2.842723e+00,2501,2.79880115367913e-07,1.37099800075000e-01,1.37100079955115e-01,1.37041065357356e-01,5.90145977585055e-05,lamp_kernel
3.129960e+00,2751,2.28809211782352e-07,1.37097147190542e-01,1.37097375999754e-01,1.37045637296308e-01,5.17387034457417e-05,lamp_kernel
3.423896e+00,3001,1.96324844710323e-07,1.37095014853391e-01,1.37095211178236e-01,1.37049332257067e-01,4.58789211692512e-05,lamp_kernel
3.717478e+00,3251,1.84896402548244e-07,1.37093257187653e-01,1.37093442084056e-01,1.37052023795146e-01,4.14182889094394e-05,lamp_kernel
4.009336e+00,3501,1.74581708479724e-07,1.37091783763693e-01,1.37091958345402e-01,1.37054238838255e-01,3.77195071466774e-05,lamp_kernel
4.296951e+00,3751,1.68203886888310e-07,1.37090535635568e-01,1.37090703839455e-01,1.37056357745064e-01,3.43460943908747e-05,lamp_kernel
4.584889e+00,4001,1.66160724608056e-07,1.37089472387261e-01,1.37089638547986e-01,1.37058368644739e-01,3.12699032469776e-05,lamp_kernel
4.874725e+00,4251,1.61844092899342e-07,1.37088564628430e-01,1.37088726472523e-01,1.37060176663631e-01,2.85498088919145e-05,lamp_kernel
5.168707e+00,4501,1.51822307481258e-07,1.37087789169133e-01,1.37087940991440e-01,1.37061674280341e-01,2.62667110999537e-05,lamp_kernel
5.465154e+00,4751,1.36461760682852e-07,1.37087126296372e-01,1.37087262758133e-01,1.37062798860727e-01,2.44638974060685e-05,lamp_kernel
5.754590e+00,5001,1.17516294574427e-07,1.37086558870626e-01,1.37086676386921e-01,1.37063668229063e-01,2.30081578581065e-05,lamp_kernel
6.043021e+00,5251,9.91436940400349e-08,1.37086072174654e-01,1.37086171318348e-01,1.37064763962576e-01,2.14073557712746e-05,lamp_kernel
6.331679e+00,5501,9.09678126667464e-08,1.37085653701919e-01,1.37085744669732e-01,1.37065283940100e-01,2.04607296319104e-05,lamp_kernel
6.626170e+00,5751,9.37258401549386e-08,1.37085292862988e-01,1.37085386588828e-01,1.37066008066141e-01,1.93785226875187e-05,lamp_kernel
6.920540e+00,6001,1.00628468198521e-07,1.37084980750987e-01,1.37085081379456e-01,1.37066906401430e-01,1.81749780258922e-05,lamp_kernel
7.215578e+00,6251,1.09618083613684e-07,1.37084709966401e-01,1.37084819584485e-01,1.37067423946925e-01,1.73956375591200e-05,lamp_kernel
7.504627e+00,6501,1.22214160719359e-07,1.37084474426390e-01,1.37084596640551e-01,1.37067775126065e-01,1.68215144855655e-05,lamp_kernel
7.793654e+00,6751,1.34210603006794e-07,1.37084269109994e-01,1.37084403320597e-01,1.37067845792767e-01,1.65575278300578e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
1.007870e-04,1,1.69504950495049e+00,3.52763412453415e-01,2.04781291740391e+00,0.00000000000000e+00,2.04781291740391e+00,lamp_kernel
2.803810e-01,251,1.00677146702743e-04,1.81128935443150e-01,1.81229612589853e-01,1.79771716414845e-01,1.45789617500736e-03,lamp_kernel
5.608264e-01,501,1.16229724054406e-05,1.80487183685055e-01,1.80498806657461e-01,1.80059129191764e-01,4.39677465696203e-04,lamp_kernel
8.411978e-01,751,2.96015495617468e-06,1.80395546507386e-01,1.80398506662342e-01,1.80113563717251e-01,2.84942945091127e-04,lamp_kernel
1.128417e+00,1001,1.38296336200921e-06,1.80370661839735e-01,1.80372044803097e-01,1.80153730437416e-01,2.18314365681399e-04,lamp_kernel
1.418199e+00,1251,7.69540925095551e-07,1.80359993750467e-01,1.80360763291392e-01,1.80201177510864e-01,1.59585780527549e-04,lamp_kernel
1.705310e+00,1501,6.33423491468361e-07,1.80353804236241e-01,1.80354437659733e-01,1.80233015080315e-01,1.21422579417413e-04,lamp_kernel
1.990608e+00,1751,5.56051131611057e-07,1.80349646360963e-01,1.80350202412095e-01,1.80254169320580e-01,9.60330915147078e-05,lamp_kernel
2.276051e+00,2001,4.47447408498063e-07,1.80346695850359e-01,1.80347143297768e-01,1.80268944378326e-01,7.81989194412192e-05,lamp_kernel
2.565524e+00,2251,3.10756349858578e-07,1.80344541975243e-01,1.80344852731593e-01,1.80279357853496e-01,6.54948780976772e-05,lamp_kernel
2.859241e+00,2501,1.92546897906382e-07,1.80342915545253e-01,1.80343108092151e-01,1.80288385853836e-01,5.47222383156520e-05,lamp_kernel
3.154029e+00,2751,1.52953902814507e-07,1.80341636722355e-01,1.80341789676258e-01,1.80296450235414e-01,4.53394408433394e-05,lamp_kernel
3.441534e+00,3001,1.76285500592988e-07,1.80340598945927e-01,1.80340775231428e-01,1.80302917779623e-01,3.78574518045405e-05,lamp_kernel
3.728285e+00,3251,1.92699641007710e-07,1.80339741744371e-01,1.80339934444012e-01,1.80308158472740e-01,3.17759712719357e-05,lamp_kernel
4.015521e+00,3501,1.97997736102340e-07,1.80339029160103e-01,1.80339227157840e-01,1.80311931007990e-01,2.72961498493651e-05,lamp_kernel
4.302918e+00,3751,1.91676346465637e-07,1.80338437716602e-01,1.80338629392949e-01,1.80314900080568e-01,2.37293123809545e-05,lamp_kernel
4.590114e+00,4001,1.75064704227146e-07,1.80337949791271e-01,1.80338124855975e-01,1.80316951719726e-01,2.11731362489420e-05,lamp_kernel
4.880035e+00,4251,1.51650132320394e-07,1.80337549945856e-01,1.80337701595988e-01,1.80318730718470e-01,1.89708775185649e-05,lamp_kernel
5.175078e+00,4501,1.24869980389435e-07,1.80337223422697e-01,1.80337348292678e-01,1.80320167508766e-01,1.71807839114135e-05,lamp_kernel
5.470939e+00,4751,9.56513300791637e-08,1.80336956208995e-01,1.80337051860325e-01,1.80321053567106e-01,1.59982932189107e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
8.832200e-05,1,1.92079207920792e+00,3.52763412453415e-01,2.27355549166134e+00,0.00000000000000e+00,2.27355549166134e+00,lamp_kernel
2.812843e-01,251,7.83745880328063e-06,1.91692630443714e-01,1.91700467902517e-01,1.90816912565615e-01,8.83555336902736e-04,lamp_kernel
5.620938e-01,501,1.95058419570360e-06,1.91358108339309e-01,1.91360058923505e-01,1.91098704620690e-01,2.61354302814570e-04,lamp_kernel
8.428301e-01,751,1.15873693629911e-06,1.91291714096884e-01,1.91292872833820e-01,1.91161765646961e-01,1.31107186859158e-04,lamp_kernel
1.124284e+00,1001,5.67671211091461e-07,1.91269052920287e-01,1.91269620591498e-01,1.91187715312930e-01,8.19052785678565e-05,lamp_kernel
1.406202e+00,1251,4.27094942408711e-07,1.91258777085008e-01,1.91259204179951e-01,1.91200109047234e-01,5.90951327169853e-05,lamp_kernel
1.691127e+00,1501,4.01440080489813e-07,1.91253067086711e-01,1.91253468526792e-01,1.91207499894885e-01,4.59686319072006e-05,lamp_kernel
1.976881e+00,1751,2.73506277970246e-07,1.91249414608968e-01,1.91249688115246e-01,1.91212743030925e-01,3.69450843205610e-05,lamp_kernel
2.262624e+00,2001,1.79568089891415e-07,1.91246827011604e-01,1.91247006579694e-01,1.91216421372035e-01,3.05852076585289e-05,lamp_kernel
2.548816e+00,2251,1.53986425844864e-07,1.91244859432519e-01,1.91245013418945e-01,1.91219479295122e-01,2.55341238226126e-05,lamp_kernel
2.835237e+00,2501,1.43841026020439e-07,1.91243300086220e-01,1.91243443927246e-01,1.91222030376446e-01,2.14135507997371e-05,lamp_kernel
3.122247e+00,2751,1.29687826021381e-07,1.91242037315778e-01,1.91242167003604e-01,1.91224078771527e-01,1.80882320769404e-05,lamp_kernel
3.644187e+00,3001,1.17710778365970e-07,1.91241002771502e-01,1.91241120482281e-01,1.91225321521083e-01,1.57989611982157e-05,lamp_kernel
time(s),iter,infeas,ot_objective,primal,dual,solver
9.234300e-05,1,1.59801980198020e+00,3.52763412453415e-01,1.95078321443361e+00,0.00000000000000e+00,1.95078321443361e+00,lamp_kernel
2.801740e-01,251,1.17489134521011e-04,1.88789731981943e-01,1.88907221116464e-01,1.87362208118349e-01,1.54501299811560e-03,lamp_kernel
5.603528e-01,501,8.59859726137661e-06,1.88139379190137e-01,1.88147977787398e-01,1.87632524874709e-01,5.15452912688508e-04,lamp_kernel
8.405807e-01,751,2.95309496715794e-06,1.88006199080125e-01,1.88009152175092e-01,1.87738567754239e-01,2.70584420852871e-04,lamp_kernel
1.120981e+00,1001,1.41808063938221e-06,1.87956024334274e-01,1.87957442414913e-01,1.87787038192229e-01,1.70404222684467e-04,lamp_kernel
1.412476e+00,1251,9.12883633851852e-07,1.87932720839170e-01,1.87933633722804e-01,1.87815031435706e-01,1.18602287098146e-04,lamp_kernel
1.703489e+00,1501,5.81747142024132e-07,1.87920050857054e-01,1.87920632604196e-01,1.87835051604733e-01,8.55809994631807e-05,lamp_kernel
1.992492e+00,1751,4.42165010995760e-07,1.87912288290069e-01,1.87912730455080e-01,1.87848229204238e-01,6.45012508424803e-05,lamp_kernel
2.278005e+00,2001,3.80519186839020e-07,1.87907192255646e-01,1.87907572774832e-01,1.87855581016590e-01,5.19917582428031e-05,lamp_kernel
2.563891e+00,2251,3.26571854555349e-07,1.87903712695548e-01,1.87904039267403e-01,1.87859751210519e-01,4.42880568838067e-05,lamp_kernel
2.849676e+00,2501,2.88458738848926e-07,1.87901265421650e-01,1.87901553880389e-01,1.87860874011602e-01,4.06798687869747e-05,lamp_kernel
3.135974e+00,2751,2.62430599483745e-07,1.87899492202166e-01,1.87899754632765e-01,1.87862021506426e-01,3.77331263396730e-05,lamp_kernel
3.428836e+00,3001,2.51015663846230e-07,1.87898171052271e-01,1.87898422067935e-01,1.87864068602322e-01,3.43534656127575e-05,lamp_kernel
3.721569e+00,3251,2.51449114077530e-07,1.87897165543017e-01,1.87897416992132e-01,1.87866244529696e-01,3.11724624351695e-05,lamp_kernel
4.012767e+00,3501,2.39665594481397e-07,1.87896388512719e-01,1.87896628178313e-01,1.87868645362875e-01,2.79828154383654e-05,lamp_kernel
4.299845e+00,3751,2.11911196152614e-07,1.87895780697844e-01,1.87895992609040e-01,1.87871139123606e-01,2.48534854342397e-05,lamp_kernel
4.586799e+00,4001,1.77121958735905e-07,1.87895299162359e-01,1.87895476284318e-01,1.87873423743245e-01,2.20525410726813e-05,lamp_kernel
4.873874e+00,4251,1.47715990944434e-07,1.87894911112698e-01,1.87895058828689e-01,1.87875395896036e-01,1.96629326530695e-05,lamp_kernel
5.161008e+00,4501,1.36382788232279e-07,1.87894592382361e-01,1.87894728765149e-01,1.87877063124086e-01,1.76656410623421e-05,lamp_kernel
